,package_id,online_booking,mobile_site_booking,Car_Cancellation,from_date,from_month,weekend,hourOfDay,cancel_zone
33739,4.0,0,0,0,9,17,0,1,0
33740,1.0,1,0,0,9,17,0,3,0
33748,3.0,1,0,0,9,17,0,2,1
33749,2.0,1,0,0,9,17,0,2,1
33751,4.0,0,0,0,9,18,0,1,0
33758,1.0,1,0,0,9,17,0,3,1
33760,1.0,1,0,0,9,17,0,4,0
33764,3.0,0,0,0,9,17,0,2,1
33769,3.0,1,0,0,9,17,0,2,1
33770,1.0,1,0,0,9,17,0,2,1
33774,1.0,0,0,0,9,17,0,2,1
33775,1.0,1,0,0,9,18,0,2,0
33780,2.0,0,0,0,9,17,0,3,1
33781,3.0,0,0,0,9,17,0,2,1
33783,3.0,0,0,0,9,17,0,3,1
33800,1.0,0,1,1,9,17,0,3,1
33806,3.0,0,0,0,9,17,0,3,0
33810,1.0,1,0,0,9,18,0,1,1
33816,1.0,0,0,0,9,18,0,3,0
33837,1.0,0,0,0,9,17,0,4,1
33841,1.0,0,0,0,9,18,0,1,1
33863,1.0,0,0,0,9,17,0,4,0
33882,4.0,0,0,0,9,18,0,2,0
33896,2.0,1,0,0,9,18,0,2,1
33897,1.0,1,0,0,9,18,0,3,1
33898,2.0,0,0,0,9,18,0,2,1
33901,1.0,0,0,0,9,18,0,3,1
33905,4.0,0,0,0,9,19,0,1,0
33906,2.0,0,0,0,9,20,0,2,0
33909,1.0,0,0,0,9,18,0,2,0
33915,3.0,1,0,0,9,21,1,3,1
33917,4.0,0,0,0,9,19,0,1,0
33919,2.0,0,0,0,9,18,0,2,1
33923,1.0,0,0,0,9,18,0,3,1
33925,1.0,0,0,0,9,18,0,3,1
33934,4.0,0,0,0,9,18,0,3,0
33936,2.0,0,0,0,9,18,0,3,1
33949,1.0,1,0,1,9,18,0,4,1
33955,1.0,0,0,0,9,18,0,4,1
33958,3.0,0,0,0,9,19,0,4,1
33959,1.0,0,0,0,9,19,0,1,1
33962,3.0,0,0,0,9,19,0,3,1
33963,1.0,0,0,0,9,19,0,2,1
33964,3.0,0,0,0,9,19,0,3,1
33969,2.0,1,0,0,9,19,0,2,0
33970,2.0,0,0,0,9,20,0,2,1
33971,2.0,0,0,0,9,20,0,2,1
33972,2.0,0,0,0,9,21,1,2,1
33982,1.0,0,0,0,9,19,0,1,0
33993,3.0,0,0,0,9,19,0,2,1
34005,2.0,1,0,0,9,19,0,2,1
34013,1.0,1,0,0,9,22,1,1,1
34014,1.0,1,0,0,9,22,1,2,1
34021,2.0,0,0,0,9,19,0,2,0
34023,4.0,0,0,0,9,19,0,2,1
34026,2.0,1,0,0,9,23,0,3,0
34029,2.0,0,0,0,9,19,0,2,0
34034,1.0,0,0,0,9,19,0,2,1
34037,2.0,0,0,0,9,19,0,3,1
34052,3.0,0,0,0,9,19,0,3,0
34059,6.0,0,0,0,9,19,0,4,0
34073,2.0,0,0,0,9,20,0,1,0
34083,1.0,0,0,0,9,19,0,4,1
34084,2.0,1,0,0,9,21,1,3,0
34085,1.0,1,0,1,9,19,0,4,1
34087,1.0,0,0,0,9,20,0,3,1
34089,1.0,1,0,0,9,21,1,6,0
34095,1.0,1,0,1,9,19,0,4,1
34100,4.0,1,0,0,9,20,0,1,0
34108,2.0,1,0,0,9,21,1,3,0
34114,2.0,1,0,0,9,20,0,1,1
34118,2.0,0,0,0,9,20,0,1,1
34125,4.0,0,0,0,9,21,1,3,1
34130,4.0,1,0,0,9,21,1,3,1
34132,4.0,1,0,0,9,21,1,3,1
34136,1.0,0,0,0,9,20,0,2,1
34137,1.0,0,0,0,9,20,0,4,1
34146,2.0,1,0,0,9,20,0,2,1
34147,2.0,0,0,0,9,20,0,2,1
34153,1.0,0,0,0,9,20,0,2,1
34156,1.0,1,0,0,9,20,0,3,1
34158,1.0,1,0,0,9,20,0,4,1
34159,2.0,1,0,0,9,20,0,3,1
34181,2.0,1,0,0,9,21,1,1,0
34182,1.0,0,0,0,9,20,0,3,1
34184,1.0,1,0,0,9,20,0,4,0
34189,3.0,0,0,0,9,23,0,1,0
34191,1.0,1,0,0,9,20,0,3,0
34193,1.0,0,0,0,9,20,0,4,1
34196,1.0,1,0,0,9,20,0,3,0
34203,6.0,0,0,0,9,20,0,4,0
34210,4.0,0,0,0,9,21,1,2,1
34215,1.0,0,0,0,9,20,0,3,0
34228,1.0,0,0,0,9,20,0,4,1
34239,3.0,1,0,1,9,20,0,4,1
34249,4.0,1,0,0,9,21,1,3,1
34255,4.0,1,0,0,9,21,1,6,1
34257,1.0,1,0,0,9,20,0,5,1
34261,1.0,1,0,0,9,21,1,1,1
34278,3.0,1,0,0,9,21,1,1,1
34283,4.0,0,1,0,9,21,1,1,1
34284,4.0,0,0,0,9,21,1,3,0
34285,4.0,0,0,0,9,21,1,3,0
34290,1.0,0,0,0,9,21,1,1,1
34301,4.0,0,0,0,9,21,1,2,1
34302,3.0,0,0,0,9,21,1,3,0
34305,4.0,1,0,0,9,21,1,2,1
34308,1.0,0,0,0,9,21,1,2,0
34313,1.0,0,0,0,9,21,1,2,1
34317,4.0,0,0,0,9,21,1,3,0
34320,3.0,1,0,0,9,21,1,3,1
34321,4.0,0,0,0,9,21,1,3,0
34324,4.0,0,0,0,9,21,1,3,0
34340,1.0,1,0,0,9,21,1,3,1
34341,2.0,0,0,0,9,21,1,3,1
34342,2.0,1,0,0,9,21,1,3,1
34343,4.0,1,0,0,9,21,1,3,1
34345,1.0,0,0,0,9,21,1,3,1
34346,4.0,1,0,0,9,21,1,3,1
34348,1.0,1,0,0,9,21,1,3,1
34349,4.0,1,0,0,9,22,1,1,1
34351,2.0,0,0,0,9,21,1,3,0
34352,3.0,0,0,0,9,21,1,3,1
34357,1.0,0,0,0,9,21,1,3,1
34359,2.0,0,0,0,9,22,1,2,1
34363,2.0,0,0,0,9,21,1,3,1
34371,1.0,0,0,1,9,21,1,3,1
34374,2.0,0,0,0,9,22,1,2,1
34376,1.0,0,1,0,9,21,1,4,0
34378,1.0,0,0,0,9,22,1,3,1
34382,1.0,0,0,0,9,21,1,4,0
34395,3.0,1,0,0,9,22,1,2,1
34397,1.0,1,0,1,9,21,1,4,1
34399,2.0,0,0,0,9,22,1,1,1
34400,4.0,0,0,0,9,22,1,6,1
34406,2.0,1,0,0,9,22,1,2,1
34437,4.0,0,0,0,9,22,1,2,1
34438,2.0,0,1,0,9,22,1,2,1
34441,3.0,1,0,0,9,22,1,2,0
34442,1.0,0,0,0,9,22,1,2,0
34443,1.0,0,0,0,9,22,1,2,0
34444,3.0,0,0,0,9,22,1,2,1
34446,1.0,0,0,0,9,22,1,2,0
34455,3.0,0,0,0,9,22,1,4,0
34459,3.0,1,0,0,9,22,1,3,1
34461,1.0,0,0,0,9,22,1,3,0
34464,1.0,0,0,0,9,22,1,4,1
34470,3.0,1,0,0,9,22,1,3,1
34471,3.0,1,0,0,9,22,1,4,0
34475,1.0,0,0,0,9,22,1,3,0
34481,1.0,1,0,0,9,22,1,5,0
34493,1.0,1,0,0,9,23,0,2,0
34498,1.0,1,0,0,9,23,0,3,0
34499,6.0,0,0,0,9,24,0,2,1
34500,6.0,0,0,0,9,25,0,2,1
34501,6.0,0,0,0,9,26,0,2,1
34502,6.0,0,0,0,9,27,0,2,1
34503,6.0,0,0,0,9,23,0,1,1
34504,6.0,0,0,0,9,24,0,1,1
34505,6.0,0,0,0,9,26,0,1,1
34506,6.0,0,0,0,9,27,0,1,1
34507,6.0,0,0,0,9,23,0,1,1
34508,6.0,0,0,0,9,24,0,1,1
34509,6.0,0,0,0,9,25,0,1,1
34510,6.0,0,0,0,9,26,0,1,1
34511,6.0,0,0,0,9,27,0,1,1
34512,6.0,0,0,0,9,23,0,1,1
34513,6.0,0,0,0,9,24,0,1,1
34514,6.0,0,0,0,9,25,0,1,1
34515,6.0,0,0,0,9,26,0,1,1
34516,6.0,0,0,0,9,27,0,1,1
34517,6.0,0,0,0,9,23,0,1,1
34518,6.0,0,0,0,9,24,0,1,1
34519,6.0,0,0,0,9,25,0,1,1
34520,6.0,0,0,0,9,26,0,1,1
34521,6.0,0,0,0,9,27,0,1,1
34523,6.0,0,0,0,9,23,0,1,1
34524,6.0,0,0,0,9,25,0,1,1
34525,6.0,0,0,0,9,26,0,1,1
34526,6.0,0,0,0,9,27,0,1,1
34527,2.0,0,0,0,9,23,0,2,1
34528,6.0,0,0,0,9,23,0,1,1
34529,6.0,0,0,0,9,24,0,1,1
34530,6.0,0,0,0,9,25,0,1,1
34531,6.0,0,0,0,9,26,0,1,1
34532,6.0,0,0,0,9,27,0,1,1
34533,6.0,0,0,0,9,23,0,1,0
34534,6.0,0,0,0,9,24,0,1,1
34535,6.0,0,0,0,9,25,0,1,1
34536,6.0,0,0,0,9,27,0,1,1
34537,6.0,0,0,0,9,23,0,1,1
34538,6.0,0,0,0,9,24,0,1,1
34539,6.0,0,0,0,9,25,0,1,1
34540,6.0,0,0,0,9,26,0,1,1
34541,6.0,0,0,0,9,27,0,1,1
34542,6.0,0,0,0,9,23,0,1,1
34543,6.0,0,0,0,9,24,0,1,1
34544,6.0,0,0,0,9,25,0,1,1
34545,6.0,0,0,0,9,27,0,1,1
34546,6.0,0,0,0,9,23,0,1,0
34547,6.0,0,0,0,9,24,0,1,0
34550,6.0,0,0,0,9,24,0,2,1
34553,6.0,0,0,0,9,25,0,1,0
34554,6.0,0,0,0,9,26,0,1,0
34555,6.0,0,0,0,9,27,0,1,0
34557,2.0,0,1,0,9,23,0,2,0
34561,2.0,0,1,0,9,23,0,1,1
34568,1.0,0,0,0,9,22,1,5,1
34570,3.0,1,0,0,9,23,0,1,1
34578,2.0,0,0,0,9,23,0,6,1
34581,3.0,0,0,0,9,23,0,1,1
34584,6.0,0,0,0,9,23,0,1,1
34585,6.0,0,0,0,9,23,0,1,1
34587,6.0,0,0,0,9,23,0,1,0
34588,6.0,0,0,0,9,23,0,1,1
34589,6.0,0,0,0,9,23,0,2,1
34592,4.0,0,0,0,9,23,0,4,1
34593,1.0,1,0,0,9,23,0,2,0
34599,4.0,0,0,0,9,23,0,2,0
34602,2.0,0,0,0,9,23,0,3,1
34603,1.0,0,0,0,9,23,0,4,0
34604,2.0,1,0,0,9,23,0,3,0
34605,2.0,0,0,0,9,23,0,3,0
34621,2.0,0,0,0,9,24,0,4,0
34629,3.0,0,0,0,9,29,1,3,0
34637,1.0,0,0,0,9,23,0,4,1
34640,1.0,0,0,0,9,23,0,4,1
34646,3.0,0,0,0,9,24,0,1,1
34651,1.0,1,0,0,9,24,0,1,1
34657,6.0,0,0,0,9,24,0,1,1
34658,6.0,0,0,0,9,24,0,1,1
34659,6.0,0,0,0,9,24,0,1,0
34660,6.0,0,0,0,9,24,0,1,1
34661,1.0,1,0,0,9,24,0,3,0
34662,6.0,0,0,0,9,24,0,2,1
34664,6.0,0,0,0,9,24,0,1,1
34673,1.0,0,0,0,9,24,0,2,0
34680,1.0,0,0,0,9,24,0,1,1
34683,4.0,1,0,0,9,26,0,3,0
34686,1.0,0,0,0,9,24,0,1,1
34694,1.0,0,0,0,9,24,0,2,1
34697,1.0,0,0,0,9,24,0,3,0
34705,3.0,0,0,0,9,24,0,2,0
34706,3.0,1,0,0,9,27,0,4,1
34711,1.0,0,0,0,9,24,0,2,1
34713,6.0,0,0,0,9,24,0,3,1
34719,2.0,1,0,0,9,28,1,2,0
34723,2.0,0,0,0,9,30,0,2,0
34725,1.0,0,0,0,9,24,0,3,1
34727,1.0,0,0,0,9,24,0,5,1
34728,1.0,0,0,0,9,24,0,4,1
34734,1.0,1,0,0,9,24,0,4,0
34736,1.0,1,0,0,9,24,0,4,0
34740,1.0,0,0,0,9,24,0,4,1
34745,1.0,0,0,0,9,24,0,4,0
34766,2.0,0,0,0,9,25,0,2,0
34779,2.0,0,0,0,9,25,0,1,0
34784,6.0,1,0,0,9,25,0,2,1
34786,1.0,1,0,0,9,25,0,1,1
34791,6.0,0,0,0,9,25,0,1,1
34792,6.0,0,0,0,9,25,0,1,1
34793,6.0,0,0,0,9,25,0,1,0
34794,6.0,0,0,0,9,25,0,2,1
34795,6.0,0,0,0,9,25,0,1,1
34798,1.0,0,1,0,9,25,0,1,0
34799,2.0,1,0,0,9,25,0,4,1
34801,1.0,0,0,0,9,25,0,1,0
34809,6.0,1,0,0,9,25,0,2,1
34810,2.0,0,0,0,9,25,0,2,1
34811,2.0,1,0,0,9,25,0,3,0
34813,1.0,0,0,0,9,25,0,2,0
34819,1.0,1,0,0,9,25,0,3,0
34822,7.0,0,0,0,9,26,0,2,0
34823,2.0,0,0,0,9,25,0,2,1
34830,1.0,1,0,0,9,25,0,3,1
34839,7.0,0,0,0,9,26,0,1,0
34840,1.0,0,0,0,9,25,0,4,1
34842,1.0,0,0,0,9,25,0,3,0
34847,1.0,0,0,0,9,25,0,4,1
34850,1.0,0,0,0,9,25,0,4,1
34855,1.0,0,0,0,9,25,0,4,1
34858,1.0,0,0,0,9,25,0,4,1
34864,3.0,0,0,0,9,25,0,4,0
34867,1.0,0,0,0,9,25,0,4,0
34868,2.0,0,0,0,9,26,0,1,0
34871,1.0,0,0,0,9,25,0,4,1
34872,1.0,0,0,0,9,25,0,4,1
34873,1.0,0,0,0,9,25,0,4,1
34886,2.0,0,0,0,9,26,0,1,1
34891,6.0,0,0,0,9,26,0,1,1
34892,6.0,0,0,0,9,26,0,1,1
34893,6.0,0,0,0,9,26,0,1,1
34903,1.0,0,0,0,9,26,0,1,1
34905,2.0,0,0,0,9,26,0,2,0
34908,3.0,0,0,0,9,26,0,1,1
34913,7.0,1,0,0,9,26,0,1,1
34920,6.0,0,0,0,9,26,0,2,1
34921,3.0,0,0,0,9,27,0,1,0
34922,3.0,0,0,0,9,26,0,2,0
34923,4.0,0,0,0,9,26,0,2,1
34924,1.0,1,0,0,9,26,0,2,0
34925,1.0,0,0,0,9,26,0,2,0
34929,6.0,0,0,0,9,26,0,2,0
34930,7.0,0,0,0,9,27,0,1,1
34932,2.0,0,0,0,9,26,0,2,1
34947,6.0,0,0,0,9,26,0,3,0
34951,1.0,0,0,0,9,26,0,4,0
34953,2.0,0,0,0,9,27,0,1,0
34954,2.0,0,0,0,9,27,0,2,0
34963,7.0,0,0,0,9,26,0,3,0
34965,6.0,0,0,0,9,27,0,1,1
34976,1.0,1,0,0,9,26,0,4,0
34978,2.0,1,0,0,9,27,0,1,0
34985,6.0,1,0,0,9,27,0,4,1
34997,4.0,0,0,0,9,26,0,4,1
35013,1.0,0,0,0,9,27,0,1,0
35024,6.0,0,0,0,9,27,0,1,1
35025,6.0,0,0,0,9,27,0,1,1
35029,6.0,0,0,0,9,27,0,1,0
35044,1.0,0,1,0,9,27,0,3,1
35047,1.0,0,0,0,9,27,0,2,1
35056,4.0,0,0,0,9,27,0,3,1
35059,2.0,0,1,0,9,27,0,3,0
35079,4.0,0,0,0,9,27,0,2,0
35096,1.0,1,0,0,9,27,0,4,0
35097,1.0,0,0,0,9,27,0,3,1
35098,1.0,0,0,0,9,27,0,4,1
35101,3.0,0,0,0,9,27,0,3,1
35164,6.0,1,0,1,9,27,0,3,1
35286,1.0,0,0,0,10,1,0,3,0
35297,3.0,1,0,0,9,28,1,1,1
35301,2.0,1,0,0,9,28,1,2,1
35309,4.0,0,0,0,9,28,1,2,1
35323,1.0,0,0,0,9,28,1,2,1
35331,1.0,1,0,0,9,28,1,1,0
35340,4.0,0,0,0,9,28,1,6,0
35341,7.0,0,0,0,9,28,1,6,1
35342,4.0,1,0,0,9,28,1,2,1
35351,7.0,0,0,0,9,28,1,2,1
35352,1.0,0,0,0,9,28,1,2,1
35358,1.0,1,0,0,9,29,1,2,1
35359,3.0,1,0,0,9,28,1,2,0
35361,6.0,1,0,0,9,28,1,4,0
35362,1.0,1,0,0,9,28,1,2,1
35374,3.0,1,0,0,9,28,1,4,1
35379,2.0,1,0,1,9,28,1,4,3
35381,2.0,1,0,0,9,28,1,4,0
35382,3.0,1,0,0,9,28,1,3,1
35383,2.0,0,0,0,9,28,1,3,0
35384,1.0,1,0,0,9,28,1,3,1
35386,2.0,0,0,0,9,28,1,3,1
35394,1.0,0,0,0,9,28,1,3,1
35398,3.0,1,0,0,9,29,1,1,0
35403,1.0,0,0,0,9,28,1,3,0
35405,4.0,0,0,0,9,29,1,2,1
35417,7.0,1,0,0,9,29,1,1,0
35419,1.0,0,0,0,9,28,1,4,1
35423,6.0,0,0,0,9,28,1,4,1
35427,1.0,1,0,0,9,28,1,5,1
35429,4.0,1,0,0,10,7,0,2,0
35432,4.0,0,0,0,9,29,1,2,1
35433,6.0,1,0,0,9,29,1,3,1
35444,1.0,1,0,0,9,29,1,2,1
35464,3.0,0,0,0,9,29,1,2,0
35475,2.0,0,0,0,9,29,1,6,1
35483,2.0,0,0,0,9,29,1,2,1
35485,2.0,1,0,0,9,29,1,2,1
35491,3.0,0,1,0,9,29,1,2,1
35500,1.0,1,0,0,9,29,1,3,1
35502,3.0,0,0,0,9,29,1,3,1
35510,2.0,1,0,0,9,30,0,1,1
35511,3.0,0,1,0,9,30,0,1,1
35514,2.0,1,0,0,9,29,1,3,1
35519,1.0,0,0,0,9,29,1,3,1
35520,1.0,1,0,0,9,29,1,4,1
35522,6.0,0,0,0,9,30,0,2,0
35523,6.0,0,0,0,9,29,1,4,0
35533,1.0,1,0,0,9,30,0,2,0
35542,1.0,0,0,0,9,30,0,1,1
35547,2.0,1,0,0,9,30,0,2,1
35548,4.0,0,0,0,9,30,0,1,1
35555,1.0,1,0,0,9,30,0,1,1
35557,4.0,0,0,0,9,30,0,1,1
35578,1.0,0,0,0,9,30,0,2,1
35595,6.0,0,0,0,9,30,0,2,0
35603,6.0,0,0,0,9,30,0,1,0
35604,6.0,0,0,0,9,30,0,1,1
35605,6.0,0,0,0,9,30,0,2,1
35607,1.0,0,0,0,9,30,0,1,0
35608,6.0,0,0,0,9,30,0,1,1
35621,2.0,1,0,0,9,30,0,2,1
35629,1.0,0,0,0,9,30,0,2,1
35635,1.0,1,0,0,9,30,0,2,2
35636,6.0,0,0,0,10,5,1,1,0
35639,4.0,1,0,0,9,30,0,2,1
35679,1.0,0,0,0,10,22,0,1,0
35760,1.0,0,0,0,9,30,0,3,1
35771,6.0,0,0,0,10,1,0,2,0
35773,1.0,0,0,0,9,30,0,4,0
35791,1.0,0,0,0,10,1,0,2,0
35792,1.0,0,0,0,10,2,0,2,0
35793,1.0,0,0,0,10,3,0,2,0
35794,1.0,0,0,0,10,4,0,2,0
35795,1.0,0,0,0,10,5,1,2,0
35796,1.0,0,0,0,10,6,1,2,0
35799,7.0,0,0,0,10,1,0,2,1
35803,6.0,0,0,0,9,30,0,4,1
35818,2.0,1,0,0,10,1,0,1,1
35822,3.0,1,0,0,10,6,1,2,0
35825,6.0,1,0,0,10,8,0,1,0
35832,6.0,1,0,0,10,1,0,2,0
35833,1.0,0,0,0,10,1,0,2,1
35835,1.0,0,0,0,10,1,0,2,0
35837,6.0,0,0,0,10,1,0,1,1
35839,6.0,0,0,0,10,1,0,1,1
35840,6.0,0,0,0,10,1,0,1,0
35841,6.0,0,0,0,10,1,0,1,1
35843,6.0,0,0,0,10,1,0,2,1
35857,1.0,0,0,0,10,1,0,2,1
35862,2.0,1,0,0,10,1,0,2,1
35864,4.0,1,0,0,10,2,0,2,0
35868,1.0,0,0,0,10,1,0,3,1
35873,1.0,0,0,0,10,1,0,3,1
35878,6.0,0,0,0,10,1,0,3,1
35883,2.0,1,0,0,10,2,0,2,0
35884,2.0,0,0,0,10,1,0,2,0
35885,4.0,0,0,0,10,2,0,2,1
35886,4.0,0,0,0,10,2,0,1,0
35889,6.0,1,0,0,10,2,0,1,0
35891,7.0,0,0,0,10,2,0,1,1
35896,6.0,0,0,0,10,1,0,4,1
35903,2.0,1,0,0,10,2,0,1,1
35904,3.0,1,0,0,10,2,0,3,0
35907,6.0,0,0,0,10,1,0,4,1
35916,4.0,0,0,0,10,2,0,2,1
35917,7.0,0,0,0,10,2,0,6,1
35923,4.0,0,0,0,10,4,0,2,0
35924,7.0,1,0,0,10,2,0,1,1
35931,1.0,0,0,0,10,2,0,3,0
35932,2.0,1,0,0,10,2,0,1,1
35941,7.0,0,0,0,10,2,0,1,0
35949,1.0,1,0,0,10,2,0,2,0
35960,2.0,1,0,0,10,2,0,1,0
35961,1.0,1,0,0,10,2,0,1,1
35962,2.0,1,0,0,10,2,0,2,1
35965,2.0,1,0,0,10,2,0,2,0
35966,4.0,1,0,0,10,2,0,2,0
35972,7.0,0,0,0,10,2,0,2,1
35976,1.0,0,0,0,10,2,0,2,1
35977,1.0,0,0,0,10,2,0,2,1
35978,1.0,1,0,0,10,2,0,3,1
35979,3.0,0,0,0,10,2,0,2,1
35988,1.0,0,0,0,10,2,0,2,1
35989,2.0,1,0,0,10,3,0,2,0
35997,3.0,0,0,0,10,12,1,4,1
36003,3.0,0,0,0,10,2,0,3,0
36006,3.0,0,0,0,10,2,0,2,1
36007,1.0,1,0,0,10,3,0,2,0
36009,1.0,0,0,0,10,2,0,3,1
36012,4.0,0,1,0,10,2,0,3,0
36019,6.0,1,0,1,10,3,0,1,1
36035,4.0,0,0,0,10,8,0,2,0
36039,1.0,0,0,0,10,2,0,4,1
36057,1.0,1,0,0,10,2,0,5,0
36084,6.0,0,0,0,10,3,0,1,1
36086,6.0,0,0,0,10,3,0,2,1
36091,1.0,0,0,0,10,3,0,1,1
36093,3.0,0,0,0,10,3,0,1,1
36098,2.0,0,0,0,10,3,0,2,0
36099,6.0,0,0,0,10,3,0,1,0
36107,4.0,0,0,0,10,3,0,2,1
36114,1.0,0,0,0,10,3,0,2,1
36115,4.0,0,0,0,10,3,0,2,0
36118,6.0,0,0,0,10,3,0,2,0
36123,6.0,0,0,0,10,3,0,3,1
36127,2.0,0,0,0,10,3,0,2,1
36139,1.0,0,0,0,10,3,0,3,1
36143,1.0,1,0,0,10,3,0,3,1
36146,4.0,1,0,0,10,8,0,2,0
36154,3.0,0,0,0,10,3,0,3,1
36156,1.0,1,0,0,10,3,0,3,1
36159,1.0,0,0,0,10,7,0,2,0
36160,1.0,0,0,0,10,9,0,2,0
36161,1.0,0,0,0,10,10,0,2,0
36162,1.0,0,0,0,10,12,1,2,0
36163,1.0,0,0,0,10,13,1,2,0
36164,1.0,0,0,0,10,14,0,2,0
36165,1.0,0,0,0,10,15,0,2,0
36166,1.0,0,0,0,10,16,0,2,0
36167,1.0,0,0,0,10,17,0,2,0
36168,1.0,0,0,0,10,18,0,2,0
36169,1.0,0,0,0,10,19,1,2,0
36170,1.0,0,0,0,10,20,1,2,0
36171,1.0,0,0,0,10,21,0,2,0
36172,1.0,0,0,0,10,23,0,2,0
36173,1.0,0,0,0,10,24,0,2,0
36174,1.0,0,0,0,10,25,0,2,0
36175,1.0,0,0,0,10,27,1,2,0
36176,1.0,1,0,0,10,3,0,4,0
36178,7.0,1,0,0,10,4,0,1,0
36179,2.0,0,0,0,10,4,0,2,0
36180,2.0,0,0,0,10,5,1,2,0
36191,6.0,1,0,0,10,3,0,5,1
36194,2.0,0,0,0,10,4,0,6,1
36196,6.0,0,0,0,10,3,0,4,1
36197,1.0,0,0,0,10,4,0,2,1
36198,6.0,0,0,0,10,3,0,4,0
36212,2.0,1,0,0,10,4,0,2,1
36215,2.0,0,1,0,10,26,1,5,0
36229,1.0,1,0,0,10,5,1,2,0
36235,1.0,1,0,0,10,4,0,1,1
36237,6.0,0,0,0,10,4,0,1,1
36239,6.0,0,0,0,10,4,0,2,1
36240,6.0,0,0,0,10,4,0,2,1
36244,7.0,1,0,0,10,5,1,2,1
36257,2.0,0,0,0,10,4,0,3,1
36265,1.0,0,0,0,10,4,0,1,1
36271,1.0,0,1,0,10,4,0,2,1
36276,6.0,1,0,0,10,4,0,4,0
36278,1.0,0,0,0,10,4,0,2,1
36280,1.0,1,0,0,10,5,1,1,0
36281,6.0,0,0,0,10,4,0,2,0
36282,1.0,0,0,0,10,4,0,2,1
36288,1.0,0,0,0,10,4,0,3,1
36294,6.0,0,0,0,10,4,0,3,0
36297,1.0,0,0,0,10,5,1,1,1
36298,2.0,0,0,0,10,4,0,2,1
36302,7.0,0,0,0,10,5,1,1,0
36310,1.0,0,0,0,10,4,0,3,1
36312,1.0,1,0,0,10,4,0,3,1
36313,6.0,1,0,0,10,4,0,3,1
36315,3.0,0,0,0,10,4,0,3,1
36323,2.0,0,0,0,10,5,1,2,1
36329,6.0,1,0,0,10,4,0,5,1
36336,1.0,1,0,0,10,5,1,4,0
36343,2.0,0,0,0,10,5,1,2,0
36355,2.0,1,0,0,10,4,0,5,1
36357,2.0,0,0,0,10,5,1,2,1
36366,3.0,0,0,0,10,5,1,1,1
36367,1.0,0,0,0,10,5,1,1,0
36390,3.0,1,0,0,10,5,1,2,1
36400,3.0,0,0,0,10,5,1,1,1
36401,2.0,0,0,0,10,5,1,2,0
36402,4.0,0,0,0,10,5,1,2,1
36403,2.0,0,0,0,10,5,1,2,0
36407,1.0,0,0,0,10,5,1,2,1
36408,6.0,0,0,0,10,5,1,2,0
36409,1.0,0,0,0,10,5,1,2,1
36418,3.0,1,0,0,10,5,1,4,1
36419,2.0,0,0,0,10,5,1,3,1
36420,1.0,0,0,0,10,5,1,2,1
36423,1.0,1,0,0,10,5,1,3,1
36431,1.0,0,0,0,10,5,1,4,0
36434,3.0,1,0,0,10,5,1,3,1
36436,2.0,0,0,0,10,6,1,6,1
36459,3.0,0,0,0,10,5,1,4,1
36466,1.0,0,0,0,10,5,1,4,1
36469,1.0,1,0,0,10,6,1,2,1
36475,1.0,0,0,0,10,5,1,4,1
36479,3.0,0,0,0,10,5,1,4,1
36483,4.0,0,0,0,10,5,1,5,0
36507,3.0,1,0,0,10,6,1,1,1
36509,1.0,1,0,0,10,6,1,1,1
36513,2.0,1,0,0,10,6,1,2,1
36514,1.0,0,0,0,10,6,1,2,1
36517,1.0,0,0,0,10,6,1,1,1
36524,4.0,0,0,0,10,6,1,1,1
36542,4.0,0,0,0,10,6,1,2,1
36546,4.0,1,0,0,10,6,1,2,1
36547,1.0,1,0,0,10,6,1,3,1
36551,3.0,0,0,0,10,6,1,4,1
36552,2.0,0,0,0,10,6,1,3,1
36553,3.0,1,0,0,10,6,1,3,1
36558,1.0,1,0,0,10,6,1,3,1
36559,3.0,1,0,0,10,6,1,3,0
36561,1.0,0,0,0,10,6,1,4,1
36563,1.0,0,0,0,10,6,1,3,1
36567,1.0,0,0,0,10,7,0,1,1
36573,3.0,0,0,0,10,6,1,3,0
36574,6.0,0,0,0,10,6,1,4,1
36637,1.0,0,0,0,10,7,0,2,0
36641,2.0,0,1,0,10,7,0,2,0
36646,1.0,0,0,0,10,7,0,1,1
36649,6.0,0,0,0,10,7,0,1,1
36650,6.0,0,0,0,10,7,0,2,1
36653,6.0,0,0,0,10,7,0,1,1
36654,6.0,0,0,0,10,7,0,1,0
36657,6.0,0,0,0,10,7,0,2,1
36661,2.0,0,0,0,10,7,0,2,0
36665,2.0,0,0,0,10,7,0,2,0
36672,2.0,0,0,0,10,7,0,2,0
36681,6.0,1,0,0,10,7,0,3,1
36683,4.0,0,0,0,10,11,0,2,0
36694,1.0,0,0,0,10,7,0,3,1
36700,1.0,0,0,0,10,7,0,3,0
36702,1.0,0,0,0,10,7,0,3,1
36711,3.0,0,0,0,10,7,0,3,1
36722,1.0,0,0,0,10,9,0,4,0
36724,3.0,0,0,0,10,7,0,4,0
36734,4.0,1,0,0,10,8,0,2,0
36774,2.0,0,0,0,10,8,0,2,0
36779,1.0,0,1,0,10,8,0,1,1
36782,6.0,1,0,0,10,8,0,1,1
36783,6.0,1,0,0,10,8,0,4,1
36785,1.0,1,0,0,10,8,0,2,1
36786,2.0,1,0,0,10,11,0,3,1
